"Gene" "GATAdSY" "GATAdNS" "CG11504SY" "CG11504NS" "Cf2.IISY" "Cf2.IINS" "jimSY" "jimNS" "MitfSY" "MitfNS" "CG5953SY" "CG5953NS" "MadSY" "MadNS" "TrlSY" "TrlNS" "CG3407SY" "CG3407NS" "CG12236.PBSY" "CG12236.PBNS" "HLHmbetaSY" "HLHmbetaNS" "jigr1SY" "jigr1NS" "Deaf1SY" "Deaf1NS" "MedSY" "MedNS" "lolaSY" "lolaNS" "HgtxSY" "HgtxNS" "MetSY" "MetNS" "Aef1SY" "Aef1NS" "netSY" "netNS" "CG3838SY" "CG3838NS" "ExdSY" "ExdNS" "ttk.PFSY" "ttk.PFNS" "CG15601SY" "CG15601NS" "Lag1SY" "Lag1NS" "aseSY" "aseNS" "atoSY" "atoNS" "D19ASY" "D19ANS" "srpSY" "srpNS" "ftz.f1SY" "ftz.f1NS" "brSY" "brNS" "ClkSY" "ClkNS" "lunaSY" "lunaNS" "brkSY" "brkNS" "catoSY" "catoNS" "tgoSY" "tgoNS" "Hr78SY" "Hr78NS" "HandSY" "HandNS" "Fer3SY" "Fer3NS" "AchiSY" "AchiNS" "br.Z4SY" "br.Z4NS" "pnrSY" "pnrNS" "br.Z2SY" "br.Z2NS" "CG9437SY" "CG9437NS" "br.Z1SY" "br.Z1NS" "Eip74EFSY" "Eip74EFNS" "OliSY" "OliNS" "Xrp1SY" "Xrp1NS" "deiSY" "deiNS" "zSY" "zNS" "CtSY" "CtNS" "MioSY" "MioNS" "apSY" "apNS" "EcRSY" "EcRNS" "br.PLSY" "br.PLNS" "lola.PASY" "lola.PANS" "lola.PCSY" "lola.PCNS" "lola.PDSY" "lola.PDNS" "foxoSY" "foxoNS" "Cf2.PASY" "Cf2.PANS" "MaxSY" "MaxNS" "lola.PJSY" "lola.PJNS" "lola.PLSY" "lola.PLNS" "br.PASY" "br.PANS" "lola.POSY" "lola.PONS" "lola.PQSY" "lola.PQNS" "lola.PTSY" "lola.PTNS" "lola.PUSY" "lola.PUNS" "lola.PWSY" "lola.PWNS" "lola.PYSY" "lola.PYNS" "panSY" "panNS" "sqzSY" "sqzNS" "Adf1SY" "Adf1NS" "br.Z3SY" "br.Z3NS" "l.1.scSY" "l.1.scNS" "Cf2.PBSY" "Cf2.PBNS" "kaySY" "kayNS" "CG11294SY" "CG11294NS" "exdSY" "exdNS" "lola.PGSY" "lola.PGNS" "ApSY" "ApNS" "scSY" "scNS" "sdSY" "sdNS" "Length" "Set"
"991" "CG13917" 0.167 0 0 0 1.5 0.5 0.833 0 0 0 0.167 0 0.333 0 0.333 1.5 0.167 0 0.833 0.333 0.167 0 0.167 0 1.833 1.5 0 0.333 0.167 0.167 2.667 0.167 0 0 0.5 0.667 0 0 0.167 0 0.333 0 0 0 0.167 0.167 0 0 0 0 0.5 0.5 0.333 0 0.167 0 0.5 0 0 0 0 0 0 0 0 0 0.167 0 0.167 0 0 0 0 0 0.167 0 0.167 0.5 5.333 0.667 0.333 0.167 0.667 0.333 0.333 0 1 0.667 0.167 0 0 0 0 0 0.167 0 0 0 0.333 0.667 0.667 0 7 2.833 0.333 0 0 0 0.667 0 0 0 0 0 0.5 0 0.167 0 0 0 0.333 0 0 0.167 0.833 0 0.333 0 0.333 0 0.167 0 0.333 0 0.667 0.167 0 0.167 1.5 0 1 0 0.333 0.167 2.5 0.333 0 0 0 0 0 0.333 1.5 0 4.333 2.667 0.5 0 2 0.5 0 0 0 0 6 "Control"
"1001" "CG13950" 0 0 0.4 0 2 0.2 0 0 0.4 0 0 0 0 0 0.2 0 0 0 1.2 0.2 0.4 0 0 0 1 1.2 0.4 0 0 0 1 0 0.4 0 1 1 0.2 0 0.2 0 0.8 0 0.4 0 0.2 0.2 0 0 0.6 0 1.2 0 0 0 0.2 0 0.4 0 0 0 0.2 0 0.2 0 0.2 0 0.2 0 0 0 0.2 0 0.8 0 0.2 0 0.6 0.4 4.6 0.8 0.8 0 0.8 0.4 0.2 0 0.4 0 0.2 0 0 0 0.4 0 0 0 0 0 0.2 0.2 0.2 0.2 4.8 3.2 0 0 0.2 0 0.2 0 0.2 0 0 0 0.6 0 0.4 0 0.2 0.2 0.8 0 0.2 0 1.2 0 0 0 0.6 0.2 0 0 0 0.2 0.4 0 0.2 0 0.8 0 0 0 0.4 0.4 1.2 0.4 0.2 0 0 0 0.4 0 0.8 0 4.6 0.2 0.8 0.2 1.2 0 0.4 0 0 0 5 "Control"
"1011" "CG13998" 0.5 0 0 0 0.5 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 3 0 0 0 0 0 1.5 0 1.5 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0.5 0 0.5 1 0 0 0.5 1 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 4.5 1.5 0 0 0.5 0 0.5 0 0 0 0 0 0.5 0 1 0 0 0 0.5 0 0.5 0 0.5 0 0.5 0.5 0.5 0 0 0 0 0 1 0 0 0 0.5 0 0 0 0 0.5 2.5 0 0 0 0 0 0 0 2 0 3 0.5 0 0 1.5 0.5 0 0 0 0 2 "Control"
"1021" "CG14034" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 2 0 1 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 8 2 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 10 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 7 0 9 3 0 0 5 2 0 0 1 0 1 "Control"
"1031" "CG14050" 0 0.333 0 0 0.333 0.333 0 0 0 0 0.667 0 0 0.333 0 0 0 0.333 0.333 0 0 0.333 0 0 0.333 0.667 0 0 0 0 0 0 0 0 0.667 0 0 0 0 0.333 0.667 0.667 0 0 0.333 0 0 0 0 0 0.333 0 0 0 0.333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0.667 0 1 0.333 0 0 0.333 0 0 0 0 0 0 0 0 0 0 0 1 0.333 0 0 3 1.333 0 0 0 0.667 0.333 0.333 0.333 0.667 0 0.333 0 0.333 0 0 0 0 0 0 0 0 0.333 0 0.333 0 0.333 0.333 0 0 0 0 0 0 0.333 0 0.333 0 0 0 0 0 0.333 0 0 0 0.333 0 0.333 0.333 0.333 0 5 4 0 0.333 0 0.333 0 0 0.333 0 3 "Control"
"1041" "CG14118" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 7 3 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 3 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 1 1 0 1 0 0 0 0 0 2 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 "Control"
"1051" "CG14131" 0 0 0 0 1.5 1.5 0.5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.5 0 1.5 0.5 0 0 0 0 1 0 0 0 0 0.5 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0.5 0 0 0 1 0 0 0 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0.5 6 1 1 0 0 0 0 0 1.5 1.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 7 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 1 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 1 0 0.5 0 1 0 0 0 1 0 2.5 5.5 0.5 0 1.5 0 0 0 0 0 2 "Control"
"1061" "CG14195" 0 0 0 0 1 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0 0.5 0 0 0 0 0 2 0 0 0.5 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 1 0 0 0 0.5 0 1 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0.5 0 1 0 0 0 1 0.5 1.5 0 1 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 1.5 0 0 0 0 1.5 0 0 0 0 0 0.5 0.5 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0.5 0.5 2.5 1.5 0 0 0.5 0.5 0 0 0.5 0 2 "Control"
"1071" "CG14200" 1 0 0 0 0.25 1.25 0 0 0.25 0 0.5 0 0 0 0 1 0.25 0 1.5 0 0 0.25 0 0 2 2 0.25 0 0 0 1 0.25 0.25 0 0 0 0.25 0 0 0 1.25 0.5 0 0 0.5 0 0 0 0 0 1 0 0.25 0 0.25 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.25 0.25 2.5 0.25 0.5 0 0.5 0.25 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 2.5 0.25 0 0 0.5 0 0.25 0 0 0 0 0 0.5 0 0.5 0 0 0 0.25 0 0 0 0.75 0 0 0 0 0 0 0 0.25 0 0 0.25 0 0 1 0 0 0 0 0.25 0.5 0.25 0 0 0.5 0.5 0 0 0.25 0 5.75 1 0 0 1 0.25 0 0 0 0 4 "Control"
"1081" "CG14205" 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 5 1 0 0 0 0 3 1 2 0 0 0 0 0 0 0 1 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 1 11 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 15 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 0 3 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 4 0 20 1 1 1 4 0 0 0 0 0 1 "Control"
"1091" "CG14257" 0 0 0 0 0 0.5 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0.5 0 0 0 0 1 1.5 0 0 1.5 0 1.5 1 0 0 0 1 0.5 0 0 0 0.5 0.5 0.5 0 0 0 0 0 0.5 0 1.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0.5 0 1 0.5 5 0.5 0 0 0 0.5 0 0 0 0.5 0 0 0.5 0 0 0 0 0 1 0 0 1 0 0 4 5.5 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0.5 0.5 0.5 0 0 0.5 1 0.5 0.5 0 0 0 0 0 0 1 0.5 3.5 1.5 1.5 0.5 2.5 1 0 0 0 0 2 "Control"
"1101" "CG14273" 0.5 0 0 0 1.25 0.75 2.5 0 0 0 0 0 0 0 0 0 0 0 2.25 0 0 0 0 0 2.5 3 0.25 0 0.5 0 0 0 0.5 0 1.5 2.5 0 0 0 0 2.25 0.25 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0.25 0 1 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.75 0 3.25 0.5 1.5 0.25 0.5 0.25 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 1.25 0.25 0.25 0.25 6.25 3 0 0.25 0 0 1.75 0.5 0.75 0 0.25 0 0 0 0.5 0 0 0 0 0.25 0 0 0.5 0 0.5 0.25 0 0 0.25 0 0.25 0 0.25 0 0 0 1 0 1.5 0 0.25 2 1.25 0.5 0 0 0 0 0 0 0.75 0 6.75 3 0.75 0 1 0 0 0 0 0 4 "Control"
"1111" "CG14274" 0.667 0 0 0 1.667 1 3.333 0 0 0 0 0 0 0 0 0 0 0 0.333 0.333 0 0 0 0 3 0.667 0.333 0 0.667 0 0 0 0.667 0 0.667 0 0 0 0 0 3 0.333 0 0 0.333 0 0 0 0 0 0 0 0.333 0 0.333 0 1.667 0.333 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333 0 0 0 0 2.333 0 4.333 0.667 2 0.333 0.667 0.333 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1.667 0.667 0.333 0.333 6.333 2.333 0 0.333 0 0 0 0.667 1 0 0.333 0 0 0 0.667 0 0 0 0 0.333 0 0 0.667 0 0.667 0.333 0 0 0.333 0 0.333 0 0.333 0 0.333 0 1.333 0 2 0 0 0 1.667 0.667 0 0 0 0 0 0 1 0 9 4.667 1 0 1.333 0 0 0 0 0 3 "Control"
"1121" "CG1428" 0 0 0 0 0.5 1.5 0 0 0 0 0 0 0 0 3.5 1 0 0.5 0.5 0 0 0 0 0 0.5 0.5 0 0 0 0 0.5 0.5 0 0 1 2 0 0 0 0 1.5 0.5 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0.5 0 1 1 2 1.5 1 0 0 0.5 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 6.5 3.5 0 0 0 0 0 0 2 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0.5 0 0 0 1 1 0.5 0 0.5 0 0.5 0 0 0.5 1.5 0 0 0 0.5 0.5 1.5 0.5 0 0 0 0 0 0 0.5 0 1.5 1 0 0 0.5 0.5 0 0 0 0 2 "Control"
"1131" "CG14299" 0 0 0.5 0 0.5 1 0.5 0 0 0 0 0 0 0 0.5 0.5 0.5 0 0.5 0 1 0 0 0 0.5 0 0 0 1 0 0.5 0.5 0.5 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 4.5 1 0.5 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0.5 1.5 0.5 0 0 5 3 0 0 0 0 0 0.5 0 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0.5 0 0.5 0 0.5 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0.5 1.5 0 0.5 0 0 0 0 0.5 0.5 2.5 1 0.5 0 0.5 0.5 0 0 0 0 2 "Control"
"1141" "CG14313" 0 0 0.667 0 2.333 0 0 0 0.333 0 0 0 0.667 0 1 0 0 0 0.333 0 0 0 0.333 0 2 1 0.667 0 0 0 2 0 0 0 5.667 0.333 0.333 0 0.333 0 1 0.333 0.667 0 0.333 0.333 0 0 0 0 0.333 0 0 0 0 0 0.667 0 0.333 0 0 0 0.333 0 0.667 0 0 0 0 0 0 0 0 0 0 0 1 0 8.667 0 0.333 0 0.333 0 0 0 2.333 0.333 0 0 0 0 0 0 0 0 0 0 0.667 0.333 0 0 11 2 0 0 0 0 0 0 0 0 0 0.333 0 0 0.333 0 0 0 0.667 0 0 0 0.667 0 0.667 0 1 0 0 0 0 0 0 0 0 0.333 1 0 0 0 0.333 0 0.333 0 0 0 0.333 0 0 0 0.667 0 3.333 0 0.333 0 2 0 0 0 0.333 0 3 "Control"
"1151" "CG14395" 0 0 0 0 0.667 0.667 0 0 0 0 0.667 0 0 0 0 0 0 0.333 0.667 0 0 0 0 0 1 1 0.333 0 0 0 0.667 0.667 0 0 1 1.667 0.333 0 0.333 0 0.667 0 0 0 1 0 0 0 0 0 0.667 0 0 0 0 0 1 0 0 0.333 0 0 0 0 0 0.333 0 0 0 0 0.333 0 0 0 0 0 1.333 0 4.333 0 0.667 0 1 0.667 0.333 0 0.667 0.333 0.333 0 0 0 0 0 0 0 0 0 0.333 0.667 0 0 8 2.667 0 0 0 0 0.333 0 0.667 0 0 0 0 0 0 0 0 0 0.333 0 0.333 0 0.667 0 0.333 0 0.667 0.333 0.333 0 0.333 0 0.333 0 0.333 0 0.667 0 0 0 0 0.333 1 0.667 0 0 0.333 0 0 0 0.333 0.333 1.667 0.333 1.333 0.667 1.333 0.667 0 0 0 0 3 "Control"
"1161" "CG14406" 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 3 1 0 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 2 2 0 1 0 0 0 4 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 8 4 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 5 0 0 0 1 0 6 0 0 0 1 0 1 "Control"
"1171" "CG14448" 0 0 0 0 0.5 1 0 0 0 0 0 0 0 0 0.5 0.5 0 0.5 0 0.5 0 0 1 0 0 1.5 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 5.5 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.5 1 0 0 4 4.5 0 0 0 0 0 0.5 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0.5 0 2.5 0 0 0 0 0 0 2 0.5 8 3 0 0 1.5 0.5 0 0 0 0 2 "Control"
"1181" "CG14464" 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 9 4 0 0 0 0 0 0 0 0 1 1 0 2 1 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 13 3 0 0 0 5 0 1 1 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 5 19 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 2 2 2 0 0 0 1 3 0 0 1 0 0 0 6 1 8 5 1 0 6 2 0 0 1 0 1 "Control"
"1191" "CG14523" 0.5 0 0 0 1.5 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0.5 0 0 0 0 5 1.5 0 0 0.5 0 0.5 0.5 0.5 0 0 0 0.5 0 0 0 1.5 0 0 0 0.5 0 0 0 0.5 0 0.5 0 0.5 0 0 0 0.5 0 0 0 0 0 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 1.5 0.5 2 0 0.5 0 1 0.5 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0.5 1 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 1 0 1 0.5 0 0 0.5 0 1.5 1 0 0 0 0 0.5 1 0 0 0 0 0 0 0.5 0 5 0.5 1 0 0.5 0 0.5 0 0 0 2 "Control"
"1201" "CG14529" 0.5 0 0 0 2.5 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 1.5 0.5 0.5 0 0 0 1 0 0 0 1 0 0 0 0 0 2 0 1 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3.5 0 1.5 0 0.5 0.5 0 0 2.5 0.5 0 0 0 0 0 0 0 0 0 0 1 0.5 1 0 3 4 0 0 0.5 0 1.5 0 0 0 0 0 0 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0 0.5 0.5 0 0 0.5 0 0 0 0 0 0.5 0.5 0.5 0 0 0 0 0 0.5 0 2.5 0 1.5 0 1 0 0 0 0 0 2 "Control"
"1211" "CG14535" 0 0 0 0 3 0.667 0 0 0 0 0 0 0 0 0.333 0 0 0 1.667 0 0.333 0 0.333 0 2 0.333 0 0 1 0 2.667 0.333 0.333 0 0.667 0 0 0 0.333 0 0.333 0 0 0 0.333 0 0 0 0 0 0 0 0 0 0 0 1 0 0.333 0 0 0 0 0 0 0 0.333 0 0.333 0 0 0 0 0 0.333 0 1.333 0 6.667 1.333 1 0 0 0 0 0 1 1.333 0 0 0 0 0.667 0 0 0 0.333 0.333 1 0.667 0 0 10.333 3.333 0 0 0 0.667 0.667 0 2.667 0.333 0 0 0.667 0 0 0 0 0 0.667 0 0 0 0.333 0 0 0 0.333 0 0.333 0 0 0 0.333 0 0.667 0.333 0 0 0.333 0 0 0 0.667 0.333 0.333 0 0.333 0 0 0 1.667 0 3.667 0.667 1 0 2.667 0.667 0 0 0.333 0 3 "Control"
"1221" "CG14561" 1 1 0 0 1 2 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 3 2 0 0 1 0 3 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 8 1 0 0 1 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 6 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 2 2 0 0 2 1 0 0 0 0 1 "Control"
"1231" "CG14626" 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 3 1 0 0 0 0 4 0 0 0 0 1 0 0 0 1 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 2 0 10 1 1 0 1 0 1 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 2 8 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 5 0 7 1 0 0 5 0 0 0 0 0 1 "Control"
"1241" "CG14645" 0 0 0 0 1.5 0.5 0.5 0 0 0 0 0 0.5 0.5 0 0 0 1 1 0 0 0 1 0 6 4.5 0.5 0.5 0 0 0.5 0.5 0 0 0.5 0 1 0 0 0 2 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 1 0.5 0 0 0 0 0 0 1.5 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0.5 2.5 1.5 0 0 0.5 0 1 0 1 1 0 0 0.5 0 0 0 0.5 0 0 0 0 0.5 0 0 3.5 2.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 1.5 0 0 0 1 1 1.5 1 0.5 0 0 0 0 0 0.5 0.5 5 2 1.5 0.5 0.5 0.5 0 0 0 0 2 "Control"
"1251" "CG14736" 0.5 0 0 0 1.5 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0.5 0 0 0 0 0 1 0 0 0 0 1.5 0 0 0 0.5 0.5 0.5 0 0 0 2.5 0.5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1.5 0.5 2 0.5 0 0 0 0.5 0 0 0.5 0.5 0 0 0.5 0 0 0 0 0 0 0 0 0.5 0 0 4 2 0 0 0 0.5 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 1 0 0 0 1 0.5 0 0 0 0 1.5 1 0 0 0 0 0 0 2 0 7 1.5 0.5 0.5 2 1 0 0 0 0 2 "Control"
"1261" "CG14770" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5 2 0.5 0 0 0 0 0 0.5 0 0.5 0 0 0 0 0 1 0.5 0 0 0 0 0 0 0.5 0 0.5 0 0 0 0.5 0 2 0 1 0 0 0 0 0 1 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 1.5 0 0.5 0 0 0.5 0 0 1 0 0 0 0.5 0 0 0 0.5 0 0 0.5 1 1.5 0 0 1.5 2 0 0 0.5 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.5 0 0 0.5 0 0 0 0.5 0 1 0 0 0 0 0 0 0 0 0 3.5 0.5 0 0 0 0 0 0 0 0 2 "Control"
"1271" "CG14797" 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 9 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 6 1 1 1 0 0 0 0 0 0 1 "Control"
"1281" "CG14855" 0 1 0 0 6 3 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 4 3 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 3 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 8 0 1 0 5 1 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 14 1 0 0 1 0 2 0 3 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 2 0 0 0 1 0 0 0 4 0 6 1 0 0 7 1 0 0 0 0 1 "Control"
"1291" "CG14860" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 3 3 0 0 1 0 1 0 0 0 1 1 1 0 0 0 2 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 9 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 12 2 1 0 0 0 1 0 7 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 4 0 0 0 0 0 0 0 1 0 9 0 0 0 2 0 0 0 0 0 1 "Control"
